,id,humidity,temperature,created_at,updated_at
2094,230968,20.0,18.0,2024-02-15 05:58:56.695200,2024-02-15 05:58:56.695200
2095,230969,20.0,18.0,2024-02-15 05:59:06.709755,2024-02-15 05:59:06.709755
2096,230970,20.0,18.0,2024-02-15 05:59:16.746823,2024-02-15 05:59:16.746823
2097,230971,20.0,18.0,2024-02-15 05:59:26.775088,2024-02-15 05:59:26.775088
2098,230972,20.0,18.0,2024-02-15 05:59:36.811954,2024-02-15 05:59:36.811954
2099,230973,20.0,18.0,2024-02-15 05:59:46.840256,2024-02-15 05:59:46.840256
2100,230974,20.0,18.0,2024-02-15 05:59:56.863711,2024-02-15 05:59:56.863711
2101,230975,20.0,18.0,2024-02-15 06:00:06.897847,2024-02-15 06:00:06.897847
2102,230976,20.0,18.0,2024-02-15 06:00:16.922497,2024-02-15 06:00:16.922497
2103,230977,20.0,18.0,2024-02-15 06:00:26.949121,2024-02-15 06:00:26.949121
2104,230978,20.0,18.0,2024-02-15 06:00:36.983493,2024-02-15 06:00:36.983493
2105,230979,20.0,18.0,2024-02-15 06:00:47.014731,2024-02-15 06:00:47.014731
2106,230980,20.0,18.0,2024-02-15 06:00:57.046987,2024-02-15 06:00:57.046987
2107,230981,20.0,18.0,2024-02-15 06:01:07.071679,2024-02-15 06:01:07.071679
2108,230982,20.0,18.0,2024-02-15 06:01:17.107701,2024-02-15 06:01:17.107701
2109,230983,20.0,18.0,2024-02-15 06:01:27.137075,2024-02-15 06:01:27.137075
2110,230984,20.0,18.0,2024-02-15 06:01:37.165602,2024-02-15 06:01:37.165602
2111,230985,20.0,18.0,2024-02-15 06:01:47.190627,2024-02-15 06:01:47.190627
2112,230986,20.0,18.0,2024-02-15 06:01:57.226062,2024-02-15 06:01:57.226062
2113,230987,20.0,18.0,2024-02-15 06:02:07.256256,2024-02-15 06:02:07.256256
2114,230988,20.0,18.0,2024-02-15 06:02:17.283341,2024-02-15 06:02:17.283341
2115,230989,20.0,18.0,2024-02-15 06:02:27.359693,2024-02-15 06:02:27.359693
2116,230990,20.0,18.0,2024-02-15 06:02:37.350345,2024-02-15 06:02:37.350345
2117,230991,20.0,18.0,2024-02-15 06:02:47.370351,2024-02-15 06:02:47.370351
2118,230992,20.0,18.0,2024-02-15 06:02:57.403312,2024-02-15 06:02:57.403312
2119,230993,20.0,18.0,2024-02-15 06:03:07.431762,2024-02-15 06:03:07.431762
2120,230994,20.0,18.0,2024-02-15 06:03:17.463602,2024-02-15 06:03:17.463602
2121,230995,20.0,18.0,2024-02-15 06:03:27.488087,2024-02-15 06:03:27.488087
2122,230996,20.0,18.0,2024-02-15 06:03:37.527662,2024-02-15 06:03:37.527662
2123,230997,20.0,18.0,2024-02-15 06:03:47.546468,2024-02-15 06:03:47.546468
2124,230998,20.0,18.0,2024-02-15 06:03:57.575881,2024-02-15 06:03:57.575881
2125,230999,20.0,18.0,2024-02-15 06:04:07.610549,2024-02-15 06:04:07.610549
2126,231000,20.0,18.0,2024-02-15 06:04:17.645766,2024-02-15 06:04:17.645766
2127,231001,20.0,18.0,2024-02-15 06:04:27.668713,2024-02-15 06:04:27.668713
2128,231002,20.0,18.0,2024-02-15 06:04:37.712357,2024-02-15 06:04:37.712357
2129,231003,20.0,18.0,2024-02-15 06:04:47.734066,2024-02-15 06:04:47.734066
2130,231004,20.0,18.0,2024-02-15 06:04:57.755517,2024-02-15 06:04:57.755517
2131,231005,20.0,18.0,2024-02-15 06:05:07.795131,2024-02-15 06:05:07.795131
2132,231006,20.0,18.0,2024-02-15 06:05:17.819767,2024-02-15 06:05:17.819767
2133,231007,20.0,18.0,2024-02-15 06:05:27.886082,2024-02-15 06:05:27.886082
2134,231008,20.0,18.0,2024-02-15 06:05:37.878677,2024-02-15 06:05:37.878677
2135,231009,20.0,18.0,2024-02-15 06:05:47.906429,2024-02-15 06:05:47.906429
2136,231010,20.0,18.0,2024-02-15 06:05:57.934239,2024-02-15 06:05:57.934239
2137,231011,20.0,18.0,2024-02-15 06:06:07.960941,2024-02-15 06:06:07.960941
2138,231012,20.0,18.0,2024-02-15 06:06:17.994752,2024-02-15 06:06:17.994752
2139,231013,20.0,18.0,2024-02-15 06:06:28.028206,2024-02-15 06:06:28.028206
2140,231014,20.0,18.0,2024-02-15 06:06:38.052499,2024-02-15 06:06:38.052499
2141,231015,20.0,18.0,2024-02-15 06:06:48.088813,2024-02-15 06:06:48.088813
2142,231016,20.0,18.0,2024-02-15 06:06:58.118551,2024-02-15 06:06:58.118551
2143,231017,20.0,18.0,2024-02-15 06:07:08.140221,2024-02-15 06:07:08.140221
2144,231018,20.0,18.0,2024-02-15 06:07:18.174542,2024-02-15 06:07:18.174542
2145,231019,20.0,18.0,2024-02-15 06:07:28.204130,2024-02-15 06:07:28.204130
2146,231020,20.0,18.0,2024-02-15 06:07:38.231461,2024-02-15 06:07:38.231461
2147,231021,20.0,18.0,2024-02-15 06:07:48.278507,2024-02-15 06:07:48.278507
2148,231022,20.0,18.0,2024-02-15 06:07:58.299619,2024-02-15 06:07:58.299619
2149,231023,20.0,18.0,2024-02-15 06:08:08.324221,2024-02-15 06:08:08.324221
2150,231024,20.0,18.0,2024-02-15 06:08:18.354928,2024-02-15 06:08:18.354928
2151,231025,20.0,18.0,2024-02-15 06:08:28.382165,2024-02-15 06:08:28.382165
2152,231026,20.0,18.0,2024-02-15 06:08:38.422054,2024-02-15 06:08:38.422054
2153,231027,20.0,18.0,2024-02-15 06:08:48.451451,2024-02-15 06:08:48.451451
2154,231028,20.0,18.0,2024-02-15 06:08:58.466936,2024-02-15 06:08:58.466936
2155,231029,20.0,17.9,2024-02-15 06:09:08.497427,2024-02-15 06:09:08.497427
2156,231030,20.0,18.0,2024-02-15 06:09:18.530194,2024-02-15 06:09:18.530194
2157,231031,20.0,18.0,2024-02-15 06:09:28.562288,2024-02-15 06:09:28.562288
2158,231032,20.0,18.0,2024-02-15 06:09:38.588843,2024-02-15 06:09:38.588843
2159,231033,20.0,18.0,2024-02-15 06:09:48.617743,2024-02-15 06:09:48.617743
2160,231034,20.0,18.0,2024-02-15 06:09:58.645862,2024-02-15 06:09:58.645862
2161,231035,20.0,18.0,2024-02-15 06:10:08.676806,2024-02-15 06:10:08.676806
2162,231036,20.0,18.0,2024-02-15 06:10:18.704243,2024-02-15 06:10:18.704243
2163,231037,20.0,18.0,2024-02-15 06:10:28.744982,2024-02-15 06:10:28.744982
2164,231038,20.0,18.0,2024-02-15 06:10:38.767718,2024-02-15 06:10:38.767718
2165,231039,20.0,18.0,2024-02-15 06:10:48.798192,2024-02-15 06:10:48.798192
2166,231040,20.0,18.0,2024-02-15 06:10:58.832508,2024-02-15 06:10:58.832508
2167,231041,20.0,18.0,2024-02-15 06:11:08.858934,2024-02-15 06:11:08.858934
2168,231042,20.0,18.0,2024-02-15 06:11:18.890255,2024-02-15 06:11:18.890255
2169,231043,20.0,17.9,2024-02-15 06:11:28.931012,2024-02-15 06:11:28.931012
2170,231044,20.0,17.9,2024-02-15 06:11:38.956733,2024-02-15 06:11:38.956733
2171,231045,20.0,18.0,2024-02-15 06:11:48.989554,2024-02-15 06:11:48.989554
2172,231046,20.0,17.9,2024-02-15 06:11:59.007221,2024-02-15 06:11:59.007221
2173,231047,20.0,17.9,2024-02-15 06:12:09.033306,2024-02-15 06:12:09.033306
2174,231048,20.0,17.9,2024-02-15 06:12:19.062272,2024-02-15 06:12:19.062272
2175,231049,20.0,17.9,2024-02-15 06:12:29.102498,2024-02-15 06:12:29.102498
2176,231050,20.0,17.9,2024-02-15 06:12:39.131663,2024-02-15 06:12:39.131663
2177,231051,20.0,17.9,2024-02-15 06:12:49.152802,2024-02-15 06:12:49.152802
2178,231052,20.0,17.9,2024-02-15 06:12:59.187564,2024-02-15 06:12:59.187564
2179,231053,20.0,17.9,2024-02-15 06:13:09.217434,2024-02-15 06:13:09.217434
2180,231054,20.0,17.9,2024-02-15 06:13:19.246824,2024-02-15 06:13:19.246824
2181,231055,20.0,17.9,2024-02-15 06:13:29.280659,2024-02-15 06:13:29.280659
2182,231056,20.0,17.9,2024-02-15 06:13:39.309448,2024-02-15 06:13:39.309448
2183,231057,20.0,17.9,2024-02-15 06:13:49.333142,2024-02-15 06:13:49.333142
2184,231058,20.0,17.9,2024-02-15 06:13:59.371690,2024-02-15 06:13:59.371690
2185,231059,20.0,17.9,2024-02-15 06:14:09.396310,2024-02-15 06:14:09.396310
2186,231060,20.0,17.9,2024-02-15 06:14:19.435789,2024-02-15 06:14:19.435789
2187,231061,20.0,17.9,2024-02-15 06:14:29.461059,2024-02-15 06:14:29.461059
2188,231062,20.0,17.9,2024-02-15 06:14:39.503564,2024-02-15 06:14:39.503564
2189,231063,20.0,17.9,2024-02-15 06:14:49.524074,2024-02-15 06:14:49.524074
2190,231064,20.0,17.9,2024-02-15 06:14:59.571788,2024-02-15 06:14:59.571788
2191,231065,20.0,17.9,2024-02-15 06:15:09.573551,2024-02-15 06:15:09.573551
2192,231066,20.0,17.9,2024-02-15 06:15:19.607085,2024-02-15 06:15:19.607085
2193,231067,20.0,17.9,2024-02-15 06:15:29.644392,2024-02-15 06:15:29.644392
2194,231068,20.0,17.9,2024-02-15 06:15:39.671806,2024-02-15 06:15:39.671806
2195,231069,20.0,17.9,2024-02-15 06:15:49.698526,2024-02-15 06:15:49.698526
2196,231070,20.0,17.9,2024-02-15 06:15:59.726331,2024-02-15 06:15:59.726331
2197,231071,20.0,17.9,2024-02-15 06:16:09.756302,2024-02-15 06:16:09.756302
2198,231072,20.0,17.9,2024-02-15 06:16:19.785032,2024-02-15 06:16:19.785032
2199,231073,20.0,17.9,2024-02-15 06:16:30.922727,2024-02-15 06:16:30.922727
2200,231074,20.0,17.9,2024-02-15 06:16:39.849801,2024-02-15 06:16:39.849801
2201,231075,20.0,17.9,2024-02-15 06:16:49.881094,2024-02-15 06:16:49.881094
2202,231076,20.0,17.9,2024-02-15 06:16:59.908972,2024-02-15 06:16:59.908972
2203,231077,20.0,17.9,2024-02-15 06:17:09.936938,2024-02-15 06:17:09.936938
2204,231078,20.0,17.9,2024-02-15 06:17:19.973661,2024-02-15 06:17:19.973661
2205,231079,20.0,17.9,2024-02-15 06:17:29.998133,2024-02-15 06:17:29.998133
2206,231080,20.0,17.8,2024-02-15 06:17:40.025785,2024-02-15 06:17:40.025785
2207,231081,20.0,17.8,2024-02-15 06:17:50.058375,2024-02-15 06:17:50.058375
2208,231082,20.0,17.8,2024-02-15 06:18:00.087792,2024-02-15 06:18:00.087792
2209,231083,20.0,17.8,2024-02-15 06:18:10.129090,2024-02-15 06:18:10.129090
2210,231084,20.0,17.8,2024-02-15 06:18:20.149793,2024-02-15 06:18:20.149793
2211,231085,20.0,17.8,2024-02-15 06:18:30.231933,2024-02-15 06:18:30.231933
2212,231086,20.0,17.8,2024-02-15 06:18:40.210557,2024-02-15 06:18:40.210557
2213,231087,20.0,17.8,2024-02-15 06:18:50.232432,2024-02-15 06:18:50.232432
2214,231088,20.0,17.8,2024-02-15 06:19:00.262532,2024-02-15 06:19:00.262532
2215,231089,20.0,17.8,2024-02-15 06:19:10.301113,2024-02-15 06:19:10.301113
2216,231090,20.0,17.8,2024-02-15 06:19:20.326937,2024-02-15 06:19:20.326937
2217,231091,20.0,17.8,2024-02-15 06:19:30.364526,2024-02-15 06:19:30.364526
2218,231092,20.0,17.8,2024-02-15 06:19:40.388382,2024-02-15 06:19:40.388382
2219,231093,20.0,17.8,2024-02-15 06:19:50.414848,2024-02-15 06:19:50.414848
2220,231094,20.0,17.8,2024-02-15 06:20:00.449049,2024-02-15 06:20:00.449049
2221,231095,20.0,17.8,2024-02-15 06:20:10.482056,2024-02-15 06:20:10.482056
2222,231096,20.0,17.8,2024-02-15 06:20:20.513894,2024-02-15 06:20:20.513894
2223,231097,20.0,17.8,2024-02-15 06:20:30.542363,2024-02-15 06:20:30.542363
2224,231098,20.0,17.7,2024-02-15 06:20:40.570340,2024-02-15 06:20:40.570340
2225,231099,20.0,17.7,2024-02-15 06:20:50.599085,2024-02-15 06:20:50.599085
2226,231100,20.0,17.7,2024-02-15 06:21:00.635468,2024-02-15 06:21:00.635468
2227,231101,20.0,17.7,2024-02-15 06:21:10.659010,2024-02-15 06:21:10.659010
2228,231102,20.0,17.7,2024-02-15 06:21:20.698076,2024-02-15 06:21:20.698076
2229,231103,20.0,17.7,2024-02-15 06:21:30.719846,2024-02-15 06:21:30.719846
2230,231104,20.0,17.7,2024-02-15 06:21:40.751387,2024-02-15 06:21:40.751387
2231,231105,20.0,17.7,2024-02-15 06:21:50.775687,2024-02-15 06:21:50.775687
2232,231106,20.0,17.7,2024-02-15 06:22:00.805056,2024-02-15 06:22:00.805056
2233,231107,20.0,17.7,2024-02-15 06:22:10.840559,2024-02-15 06:22:10.840559
2234,231108,20.0,17.7,2024-02-15 06:22:20.876087,2024-02-15 06:22:20.876087
2235,231109,20.0,17.7,2024-02-15 06:22:30.897931,2024-02-15 06:22:30.897931
2236,231110,20.0,17.7,2024-02-15 06:22:40.925022,2024-02-15 06:22:40.925022
2237,231111,20.0,17.7,2024-02-15 06:22:50.958986,2024-02-15 06:22:50.958986
2238,231112,20.0,17.7,2024-02-15 06:23:00.993842,2024-02-15 06:23:00.993842
2239,231113,20.0,17.7,2024-02-15 06:23:11.024122,2024-02-15 06:23:11.024122
2240,231114,20.0,17.7,2024-02-15 06:23:21.049016,2024-02-15 06:23:21.049016
2241,231115,20.0,17.7,2024-02-15 06:23:31.073204,2024-02-15 06:23:31.073204
2242,231116,20.0,17.7,2024-02-15 06:23:41.107975,2024-02-15 06:23:41.107975
2243,231117,20.0,17.7,2024-02-15 06:23:51.146021,2024-02-15 06:23:51.146021
2244,231118,20.0,17.7,2024-02-15 06:24:01.179177,2024-02-15 06:24:01.179177
2245,231119,20.0,17.7,2024-02-15 06:24:11.206824,2024-02-15 06:24:11.206824
2246,231120,20.0,17.7,2024-02-15 06:24:21.232060,2024-02-15 06:24:21.232060
2247,231121,20.0,17.7,2024-02-15 06:24:31.272495,2024-02-15 06:24:31.272495
2248,231122,20.0,17.7,2024-02-15 06:24:41.303200,2024-02-15 06:24:41.303200
2249,231123,20.0,17.7,2024-02-15 06:24:51.317704,2024-02-15 06:24:51.317704
2250,231124,20.0,17.7,2024-02-15 06:25:01.378953,2024-02-15 06:25:01.378953
2251,231125,20.0,17.7,2024-02-15 06:25:11.409552,2024-02-15 06:25:11.409552
2252,231126,20.0,17.7,2024-02-15 06:25:21.409324,2024-02-15 06:25:21.409324
2253,231127,20.0,17.7,2024-02-15 06:25:31.476924,2024-02-15 06:25:31.476924
2254,231128,20.0,17.7,2024-02-15 06:25:41.471907,2024-02-15 06:25:41.471907
2255,231129,20.0,17.8,2024-02-15 06:25:51.499459,2024-02-15 06:25:51.499459
2256,231130,20.0,17.7,2024-02-15 06:26:01.534109,2024-02-15 06:26:01.534109
2257,231131,20.0,17.7,2024-02-15 06:26:11.558570,2024-02-15 06:26:11.558570
2258,231132,20.0,17.7,2024-02-15 06:26:21.588376,2024-02-15 06:26:21.588376
2259,231133,20.0,17.7,2024-02-15 06:26:31.622904,2024-02-15 06:26:31.622904
2260,231134,20.0,17.7,2024-02-15 06:26:41.650187,2024-02-15 06:26:41.650187
2261,231135,20.0,17.7,2024-02-15 06:26:51.684181,2024-02-15 06:26:51.684181
2262,231136,20.0,17.7,2024-02-15 06:27:01.718706,2024-02-15 06:27:01.718706
2263,231137,20.0,17.7,2024-02-15 06:27:11.751088,2024-02-15 06:27:11.751088
2264,231138,20.0,17.7,2024-02-15 06:27:21.774569,2024-02-15 06:27:21.774569
2265,231139,20.0,17.7,2024-02-15 06:27:31.804428,2024-02-15 06:27:31.804428
2266,231140,20.0,17.7,2024-02-15 06:27:41.833348,2024-02-15 06:27:41.833348
2267,231141,20.0,17.7,2024-02-15 06:27:51.873049,2024-02-15 06:27:51.873049
2268,231142,20.0,17.7,2024-02-15 06:28:01.901797,2024-02-15 06:28:01.901797
2269,231143,20.0,17.7,2024-02-15 06:28:11.922655,2024-02-15 06:28:11.922655
2270,231144,20.0,17.7,2024-02-15 06:28:21.973899,2024-02-15 06:28:21.973899
2271,231145,20.0,17.7,2024-02-15 06:28:32.001079,2024-02-15 06:28:32.001079
2272,231146,20.0,17.7,2024-02-15 06:28:42.014185,2024-02-15 06:28:42.014185
2273,231147,20.0,17.7,2024-02-15 06:28:52.076998,2024-02-15 06:28:52.076998
2274,231148,20.0,17.7,2024-02-15 06:29:02.073632,2024-02-15 06:29:02.073632
2275,231149,20.0,17.7,2024-02-15 06:29:12.107512,2024-02-15 06:29:12.107512
2276,231150,20.0,17.7,2024-02-15 06:29:22.128829,2024-02-15 06:29:22.128829
2277,231151,20.0,17.7,2024-02-15 06:29:32.155369,2024-02-15 06:29:32.155369
2278,231152,20.0,17.7,2024-02-15 06:29:42.192335,2024-02-15 06:29:42.192335
2279,231153,20.0,17.7,2024-02-15 06:29:52.222568,2024-02-15 06:29:52.222568
2280,231154,20.0,17.7,2024-02-15 06:30:02.254037,2024-02-15 06:30:02.254037
2281,231155,20.0,17.7,2024-02-15 06:30:12.280538,2024-02-15 06:30:12.280538
2282,231156,20.0,17.7,2024-02-15 06:30:22.316419,2024-02-15 06:30:22.316419
2283,231157,20.0,17.7,2024-02-15 06:30:32.346645,2024-02-15 06:30:32.346645
2284,231158,20.0,17.7,2024-02-15 06:30:42.378273,2024-02-15 06:30:42.378273
2285,231159,20.0,17.7,2024-02-15 06:30:52.410737,2024-02-15 06:30:52.410737
2286,231160,20.0,17.7,2024-02-15 06:31:02.445713,2024-02-15 06:31:02.445713
2287,231161,20.0,17.7,2024-02-15 06:31:12.466455,2024-02-15 06:31:12.466455
2288,231162,20.0,17.6,2024-02-15 06:31:22.488681,2024-02-15 06:31:22.488681
2289,231163,20.0,17.7,2024-02-15 06:31:32.529317,2024-02-15 06:31:32.529317
2290,231164,20.0,17.7,2024-02-15 06:31:42.555848,2024-02-15 06:31:42.555848
2291,231165,20.0,17.6,2024-02-15 06:31:52.585716,2024-02-15 06:31:52.585716
2292,231166,20.0,17.6,2024-02-15 06:32:02.610414,2024-02-15 06:32:02.610414
2293,231167,20.0,17.6,2024-02-15 06:32:12.640271,2024-02-15 06:32:12.640271
2294,231168,20.0,17.6,2024-02-15 06:32:22.707746,2024-02-15 06:32:22.707746
2295,231169,20.0,17.6,2024-02-15 06:32:32.699823,2024-02-15 06:32:32.699823
2296,231170,20.0,17.7,2024-02-15 06:32:42.729212,2024-02-15 06:32:42.729212
2297,231171,20.0,17.7,2024-02-15 06:32:52.769241,2024-02-15 06:32:52.769241
2298,231172,20.0,17.7,2024-02-15 06:33:02.790600,2024-02-15 06:33:02.790600
2299,231173,20.0,17.7,2024-02-15 06:33:12.821036,2024-02-15 06:33:12.821036
2300,231174,20.0,17.7,2024-02-15 06:33:22.853222,2024-02-15 06:33:22.853222
2301,231175,20.0,17.7,2024-02-15 06:33:32.885181,2024-02-15 06:33:32.885181
2302,231176,20.0,17.7,2024-02-15 06:33:42.912797,2024-02-15 06:33:42.912797
2303,231177,20.0,17.7,2024-02-15 06:33:52.961728,2024-02-15 06:33:52.961728
2304,231178,20.0,17.7,2024-02-15 06:34:02.990355,2024-02-15 06:34:02.990355
2305,231179,20.0,17.7,2024-02-15 06:34:13.001400,2024-02-15 06:34:13.001400
2306,231180,20.0,17.7,2024-02-15 06:34:23.033995,2024-02-15 06:34:23.033995
2307,231181,20.0,17.7,2024-02-15 06:34:33.063002,2024-02-15 06:34:33.063002
2308,231182,20.0,17.7,2024-02-15 06:34:43.098197,2024-02-15 06:34:43.098197
2309,231183,20.0,17.5,2024-02-15 06:34:53.127837,2024-02-15 06:34:53.127837
2310,231184,20.0,17.7,2024-02-15 06:35:03.153513,2024-02-15 06:35:03.153513
2311,231185,20.0,17.7,2024-02-15 06:35:13.183914,2024-02-15 06:35:13.183914
2312,231186,20.0,17.7,2024-02-15 06:35:23.233407,2024-02-15 06:35:23.233407
2313,231187,20.0,17.7,2024-02-15 06:35:33.236292,2024-02-15 06:35:33.236292
2314,231188,20.0,17.7,2024-02-15 06:35:43.281600,2024-02-15 06:35:43.281600
2315,231189,20.0,17.7,2024-02-15 06:35:53.308650,2024-02-15 06:35:53.308650
2316,231190,20.0,17.7,2024-02-15 06:36:03.330402,2024-02-15 06:36:03.330402
2317,231191,20.0,17.7,2024-02-15 06:36:13.365017,2024-02-15 06:36:13.365017
2318,231192,20.0,17.7,2024-02-15 06:36:23.394383,2024-02-15 06:36:23.394383
2319,231193,20.0,17.7,2024-02-15 06:36:33.420546,2024-02-15 06:36:33.420546
2320,231194,20.0,17.7,2024-02-15 06:36:43.460164,2024-02-15 06:36:43.460164
2321,231195,20.0,17.7,2024-02-15 06:36:53.487517,2024-02-15 06:36:53.487517
2322,231196,20.0,17.7,2024-02-15 06:37:03.518468,2024-02-15 06:37:03.518468
2323,231197,20.0,17.7,2024-02-15 06:37:13.547848,2024-02-15 06:37:13.547848
2324,231198,20.0,17.7,2024-02-15 06:37:23.582915,2024-02-15 06:37:23.582915
2325,231199,20.0,17.7,2024-02-15 06:37:33.615343,2024-02-15 06:37:33.615343
2326,231200,20.0,17.7,2024-02-15 06:37:43.640420,2024-02-15 06:37:43.640420
2327,231201,20.0,17.7,2024-02-15 06:37:53.668829,2024-02-15 06:37:53.668829
2328,231202,20.0,17.7,2024-02-15 06:38:03.696565,2024-02-15 06:38:03.696565
2329,231203,20.0,17.7,2024-02-15 06:38:13.721568,2024-02-15 06:38:13.721568
2330,231204,20.0,17.7,2024-02-15 06:38:23.751057,2024-02-15 06:38:23.751057
2331,231205,20.0,17.7,2024-02-15 06:38:33.807305,2024-02-15 06:38:33.807305
2332,231206,20.0,17.7,2024-02-15 06:38:43.813590,2024-02-15 06:38:43.813590
2333,231207,20.0,17.7,2024-02-15 06:38:53.842314,2024-02-15 06:38:53.842314
2334,231208,20.0,17.7,2024-02-15 06:39:03.874388,2024-02-15 06:39:03.874388
2335,231209,20.0,17.7,2024-02-15 06:39:13.904824,2024-02-15 06:39:13.904824
2336,231210,20.0,17.7,2024-02-15 06:39:23.946641,2024-02-15 06:39:23.946641
2337,231211,20.0,17.7,2024-02-15 06:39:33.962499,2024-02-15 06:39:33.962499
2338,231212,20.0,17.7,2024-02-15 06:39:43.995845,2024-02-15 06:39:43.995845
2339,231213,20.0,17.7,2024-02-15 06:39:54.023678,2024-02-15 06:39:54.023678
2340,231214,20.0,17.7,2024-02-15 06:40:04.054788,2024-02-15 06:40:04.054788
2341,231215,20.0,17.7,2024-02-15 06:40:14.092045,2024-02-15 06:40:14.092045
2342,231216,20.0,17.7,2024-02-15 06:40:24.128327,2024-02-15 06:40:24.128327
2343,231217,20.0,17.7,2024-02-15 06:40:34.153408,2024-02-15 06:40:34.153408
2344,231218,20.0,17.7,2024-02-15 06:40:44.172455,2024-02-15 06:40:44.172455
2345,231219,20.0,17.7,2024-02-15 06:40:54.207144,2024-02-15 06:40:54.207144
2346,231220,20.0,17.7,2024-02-15 06:41:04.235235,2024-02-15 06:41:04.235235
2347,231221,20.0,17.7,2024-02-15 06:41:14.259793,2024-02-15 06:41:14.259793
2348,231222,20.0,17.7,2024-02-15 06:41:24.306845,2024-02-15 06:41:24.306845
2349,231223,20.0,17.7,2024-02-15 06:41:34.331846,2024-02-15 06:41:34.331846
2350,231224,20.0,17.7,2024-02-15 06:41:44.348138,2024-02-15 06:41:44.348138
2351,231225,20.0,17.7,2024-02-15 06:41:54.402523,2024-02-15 06:41:54.402523
2352,231226,20.0,17.8,2024-02-15 06:42:04.413462,2024-02-15 06:42:04.413462
2353,231227,20.0,17.7,2024-02-15 06:42:14.444361,2024-02-15 06:42:14.444361
2354,231228,20.0,17.8,2024-02-15 06:42:24.503262,2024-02-15 06:42:24.503262
2355,231229,20.0,17.8,2024-02-15 06:42:34.511960,2024-02-15 06:42:34.511960
2356,231230,20.0,17.8,2024-02-15 06:42:44.540248,2024-02-15 06:42:44.540248
2357,231231,20.0,17.8,2024-02-15 06:42:54.561026,2024-02-15 06:42:54.561026
2358,231232,20.0,17.8,2024-02-15 06:43:04.592112,2024-02-15 06:43:04.592112
2359,231233,20.0,17.8,2024-02-15 06:43:14.626281,2024-02-15 06:43:14.626281
2360,231234,20.0,17.8,2024-02-15 06:43:24.657610,2024-02-15 06:43:24.657610
2361,231235,20.0,17.7,2024-02-15 06:43:34.692923,2024-02-15 06:43:34.692923
2362,231236,20.0,17.8,2024-02-15 06:43:44.726961,2024-02-15 06:43:44.726961
2363,231237,20.0,17.8,2024-02-15 06:43:54.762658,2024-02-15 06:43:54.762658
2364,231238,20.0,17.8,2024-02-15 06:44:04.784256,2024-02-15 06:44:04.784256
2365,231239,20.0,17.8,2024-02-15 06:44:14.807277,2024-02-15 06:44:14.807277
2366,231240,20.0,17.8,2024-02-15 06:44:24.843751,2024-02-15 06:44:24.843751
2367,231241,20.0,17.8,2024-02-15 06:44:34.870604,2024-02-15 06:44:34.870604
2368,231242,20.0,17.8,2024-02-15 06:44:44.892283,2024-02-15 06:44:44.892283
2369,231243,20.0,17.8,2024-02-15 06:44:54.925593,2024-02-15 06:44:54.925593
2370,231244,20.0,17.8,2024-02-15 06:45:04.953727,2024-02-15 06:45:04.953727
2371,231245,20.0,17.8,2024-02-15 06:45:14.983930,2024-02-15 06:45:14.983930
2372,231246,20.0,17.8,2024-02-15 06:45:25.020788,2024-02-15 06:45:25.020788
2373,231247,20.0,17.8,2024-02-15 06:45:35.049684,2024-02-15 06:45:35.049684
2374,231248,20.0,17.8,2024-02-15 06:45:45.076324,2024-02-15 06:45:45.076324
2375,231249,20.0,17.8,2024-02-15 06:45:55.106273,2024-02-15 06:45:55.106273
2376,231250,20.0,17.8,2024-02-15 06:46:05.135063,2024-02-15 06:46:05.135063
2377,231251,20.0,17.8,2024-02-15 06:46:15.161697,2024-02-15 06:46:15.161697
2378,231252,20.0,17.8,2024-02-15 06:46:25.203387,2024-02-15 06:46:25.203387
2379,231253,20.0,17.8,2024-02-15 06:46:35.239742,2024-02-15 06:46:35.239742
2380,231254,20.0,17.8,2024-02-15 06:46:45.269038,2024-02-15 06:46:45.269038
2381,231255,20.0,17.8,2024-02-15 06:46:55.293606,2024-02-15 06:46:55.293606
2382,231256,20.0,17.8,2024-02-15 06:47:05.313468,2024-02-15 06:47:05.313468
2383,231257,20.0,17.8,2024-02-15 06:47:15.347665,2024-02-15 06:47:15.347665
2384,231258,20.0,17.8,2024-02-15 06:47:25.380095,2024-02-15 06:47:25.380095
2385,231259,20.0,17.8,2024-02-15 06:47:35.402686,2024-02-15 06:47:35.402686
2386,231260,20.0,17.8,2024-02-15 06:47:45.438062,2024-02-15 06:47:45.438062
2387,231261,20.0,17.8,2024-02-15 06:47:55.469199,2024-02-15 06:47:55.469199
2388,231262,20.0,17.8,2024-02-15 06:48:05.492974,2024-02-15 06:48:05.492974
2389,231263,20.0,17.8,2024-02-15 06:48:15.523508,2024-02-15 06:48:15.523508
2390,231264,20.0,17.8,2024-02-15 06:48:25.563308,2024-02-15 06:48:25.563308
2391,231265,20.0,17.7,2024-02-15 06:48:35.591275,2024-02-15 06:48:35.591275
2392,231266,20.0,17.8,2024-02-15 06:48:45.613471,2024-02-15 06:48:45.613471
2393,231267,20.0,17.8,2024-02-15 06:48:55.646066,2024-02-15 06:48:55.646066
2394,231268,20.0,17.8,2024-02-15 06:49:05.678799,2024-02-15 06:49:05.678799
2395,231269,20.0,17.7,2024-02-15 06:49:15.703316,2024-02-15 06:49:15.703316
2396,231270,20.0,17.8,2024-02-15 06:49:25.736629,2024-02-15 06:49:25.736629
